Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
172139,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2011,06/01/2011,18.38,
177787,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Summer 2009,06/01/2009,10.76,
166631,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2009,06/01/2009,31.12,
334093,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,202,Downtown - Heights - Slope,Annual Average 2015,01/01/2015,9.89,
549355,386,Ozone (O3),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2017,06/01/2017,29.12,
325365,644,Annual vehicle miles travelled (cars),million miles,per km2,CD,206,Belmont and East Tremont (CD6),2016,01/01/2016,32.5,
121999,386,Ozone (O3),Mean,ppb,UHF42,102,Northeast Bronx,2-Year Summer Average 2009-2010,06/01/2009,28.64,
222586,386,Ozone (O3),Mean,ppb,UHF42,403,Flushing - Clearview,Summer 2014,06/01/2014,32.01,
336727,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103,Lower East Side and Chinatown (CD3),Annual Average 2015,01/01/2015,24.3,
178493,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,Annual Average 2011,12/01/2010,10.09,
649802,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,201,Greenpoint,Summer 2019,06/01/2019,9.93,
212065,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,104,Pelham - Throgs Neck,Annual Average 2014,12/01/2013,8.97,
170217,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Annual Average 2009,12/01/2008,9.92,
177803,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,407,Southwest Queens,Summer 2009,06/01/2009,10.13,
412029,386,Ozone (O3),Mean,ppb,UHF42,408,Jamaica,Summer 2016,06/01/2016,33.86,
170384,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,402,Woodside and Sunnyside (CD2),Annual Average 2012,12/01/2011,10.29,
177770,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102,Northeast Bronx,Summer 2009,06/01/2009,10.33,
667555,375,Nitrogen dioxide (NO2),Mean,ppb,CD,107,Upper West Side (CD7),Annual Average 2020,01/01/2020,19.63,
172655,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Annual Average 2011,12/01/2010,23.86,
179433,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2012,12/01/2011,20.99,
221815,386,Ozone (O3),Mean,ppb,UHF34,201,Greenpoint,Summer 2011,06/01/2011,31.61,
602707,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Winter 2017-18,12/01/2017,21.29,
221987,386,Ozone (O3),Mean,ppb,UHF34,105106107,South Bronx,Summer 2009,06/01/2009,23.86,
518824,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,405,Ridgewood - Forest Hills,2012-2014,01/02/2012,10.68,
649797,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Winter 2018-19,12/01/2018,7.2,
167655,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305,East New York and Starrett City (CD5),Annual Average 2011,12/01/2010,22.43,
165839,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Winter 2009-10,12/01/2009,24.73,
518956,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,303,East Harlem,2012-2014,01/02/2012,129.63,
651048,386,Ozone (O3),Mean,ppb,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2019,06/01/2019,31.63,
338200,386,Ozone (O3),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2015,06/01/2015,31.43,
412427,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Winter 2015-16,12/01/2015,19.54,
172742,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Annual Average 2013,12/01/2012,32.1,
131002,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,306,Chelsea - Clinton,2005-2007,01/01/2005,4,
166707,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Summer 2010,06/01/2010,21.44,
167739,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Annual Average 2012,12/01/2011,19.41,
131513,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,107,Hunts Point - Mott Haven,2009-2011,01/01/2009,30.2,
151417,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,407,Southwest Queens,2009-2011,01/01/2009,4,
222622,386,Ozone (O3),Mean,ppb,UHF42,409,Southeast Queens,Summer 2014,06/01/2014,33.6,
741036,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Annual Average 2021,01/01/2021,18.78,
219994,386,Ozone (O3),Mean,ppb,Borough,5,Staten Island,Summer 2014,06/01/2014,31.41,
169406,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Summer 2011,06/01/2011,11.88,
547406,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Winter 2016-17,12/01/2016,7.62,
175887,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202,Downtown - Heights - Slope,Summer 2009,06/01/2009,25.21,
151397,652,Cardiac and respiratory deaths due to Ozone,Estimated annual rate,"per 100,000",UHF42,208,Canarsie - Flatlands,2009-2011,01/01/2009,5.7,
177822,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205,Sunset Park,Summer 2010,06/01/2010,12.46,
669585,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,201,Mott Haven and Melrose (CD1),Annual Average 2020,01/01/2020,6.3,
171567,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205,Sunset Park,Winter 2008-09,12/01/2008,30.17,
151688,644,Annual vehicle miles travelled (cars),million miles,per km2,UHF42,211,Williamsburg - Bushwick,2005,01/01/2005,14.8,
221794,386,Ozone (O3),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2014,06/01/2014,30.45,
212548,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Annual Average 2014,12/01/2013,21.14,
169329,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2009,06/01/2009,10.36,
213412,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2014,06/01/2014,17.46,
325308,644,Annual vehicle miles travelled (cars),million miles,per km2,UHF42,104,Pelham - Throgs Neck,2016,01/01/2016,21.9,
410858,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504,South Beach - Tottenville,Winter 2015-16,12/01/2015,7.13,
325177,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,402,Woodside and Sunnyside (CD2),2016,01/01/2016,3.3,
667149,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2020,06/01/2020,9.8,
549462,386,Ozone (O3),Mean,ppb,CD,503,Tottenville and Great Kills (CD3),Summer 2017,06/01/2017,28.81,
412454,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2015-16,12/01/2015,24.83,
172579,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Annual Average 2009,12/01/2008,23.2,
799865,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,Borough,3,Manhattan,2014,01/01/2014,1.5,
151618,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,1,Bronx,2009-2011,01/01/2009,13.7,
325234,643,Annual vehicle miles traveled,million miles,per km2,UHF42,409,Southeast Queens,2016,01/01/2016,28.2,
216396,386,Ozone (O3),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2013,06/01/2013,30.42,
628591,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,204,East New York,2015-2017,01/01/2015,22.8,
122138,386,Ozone (O3),Mean,ppb,UHF34,211,Williamsburg - Bushwick,2-Year Summer Average 2009-2010,06/01/2009,26.65,
650940,386,Ozone (O3),Mean,ppb,UHF42,301,Washington Heights,Summer 2019,06/01/2019,27.73,
131575,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,303,East Harlem,2009-2011,01/01/2009,69.9,
334297,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Annual Average 2015,01/01/2015,7.76,
602914,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,306308,Chelsea-Village,Winter 2017-18,12/01/2017,31.14,
411019,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206,Belmont and East Tremont (CD6),Annual Average 2016,12/31/2015,7.96,
130379,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,307,Gramercy Park - Murray Hill,2005-2007,01/01/2005,52.7,
171668,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2011-12,12/01/2011,24.24,
547513,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,203,Bedford Stuyvesant - Crown Heights,Annual Average 2017,01/01/2017,7.53,
174218,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,204,East New York,Annual Average 2012,12/01/2011,8.94,
334086,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Winter 2014-15,12/01/2014,10.16,
214123,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204,Highbridge and Concourse (CD4),Annual Average 2014,12/01/2013,9.99,
412446,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Summer 2016,06/01/2016,15.59,
177793,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Summer 2009,06/01/2009,15.05,
669947,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Winter 2019-20,12/01/2019,7.71,
669564,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2020,01/01/2020,7.79,
216373,386,Ozone (O3),Mean,ppb,CD,204,Highbridge and Concourse (CD4),Summer 2014,06/01/2014,29.76,
130507,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,208,Canarsie - Flatlands,2013,01/01/2013,6.7,
518661,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,207,East Flatbush - Flatbush,2012-2014,01/02/2012,7.2,
667495,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Annual Average 2020,01/01/2020,13.11,
628494,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,203,Bedford Stuyvesant - Crown Heights,2015-2017,01/01/2015,68.1,
212431,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,209,Bensonhurst - Bay Ridge,Summer 2014,06/01/2014,13.79,
549947,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Annual Average 2017,01/01/2017,20.56,
211364,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5,Staten Island,Winter 2013-14,12/01/2013,21.79,
131565,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,204,East New York,2009-2011,01/01/2009,45.9,
131250,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,404,Bayside - Little Neck,2005-2007,01/01/2005,8.5,
179365,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Summer 2013,06/01/2013,24.71,
799857,646,Outdoor Air Toxics - Benzene,Annual average concentration,µg/m3,Borough,1,Bronx,2014,01/01/2014,0.94,
131507,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,101,Kingsbridge - Riverdale,2009-2011,01/01/2009,18.6,
176522,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Annual Average 2009,12/01/2008,25.14,
742188,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202,Downtown - Heights - Slope,Annual Average 2021,01/01/2021,7.1,
122019,386,Ozone (O3),Mean,ppb,UHF42,304,Upper West Side,2-Year Summer Average 2009-2010,06/01/2009,24.37,
130901,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,301,Washington Heights,2005-2007,01/01/2005,20.6,
518778,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,407,Southwest Queens,2012-2014,01/02/2012,29.28,
333999,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209,Bensonhurst - Bay Ridge,Winter 2014-15,12/01/2014,8.48,
412431,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102,Northeast Bronx,Summer 2016,06/01/2016,14.6,
172228,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,407,Southwest Queens,Summer 2013,06/01/2013,16.56,
178588,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,304,Upper West Side,Annual Average 2013,12/01/2012,10.35,
130468,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,306,Chelsea - Clinton,2013,01/01/2013,7.7,
603106,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502,South Beach and Willowbrook (CD2),Winter 2017-18,12/01/2017,18.74,
550114,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Summer 2017,06/01/2017,10.31,
669826,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Annual Average 2020,01/01/2020,6.28,
549770,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104,Pelham - Throgs Neck,Annual Average 2017,01/01/2017,18.72,
334211,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Summer 2015,06/01/2015,9.94,
740949,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301,Washington Heights,Annual Average 2021,01/01/2021,17.1,
213962,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2014,06/01/2014,9.02,
170173,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Annual Average 2009,12/01/2008,11.55,
131312,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,3,Manhattan,2005-2007,01/01/2005,43.8,
412556,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Winter 2015-16,12/01/2015,21.25,
151626,643,Annual vehicle miles traveled,million miles,per km2,UHF42,104,Pelham - Throgs Neck,2005,01/01/2005,22.8,
173172,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,301,Washington Heights,Winter 2010-11,12/01/2010,14.6,
222480,386,Ozone (O3),Mean,ppb,UHF42,207,East Flatbush - Flatbush,Summer 2010,06/01/2010,33.33,
602731,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203,Bedford Stuyvesant - Crown Heights,Winter 2017-18,12/01/2017,26.16,
165936,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Winter 2011-12,12/01/2011,23.67,
169304,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2009,06/01/2009,11.74,
130467,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,305,Upper East Side,2013,01/01/2013,10.8,
168609,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Winter 2011-12,12/01/2011,8.04,
172662,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Annual Average 2011,12/01/2010,25.56,
651054,386,Ozone (O3),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2019,06/01/2019,37.53,
742151,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2,Brooklyn,Summer 2021,06/01/2021,8.49,
325102,645,Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,205,Sunset Park,2016,01/01/2016,1.7,
669840,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5,Staten Island,Winter 2019-20,12/01/2019,6.66,
179802,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,309,Union Square - Lower East Side,2015,01/01/2015,14.1,
741173,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Summer 2021,06/01/2021,14.28,
177151,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Winter 2008-09,12/01/2008,12.56,
179510,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3,Manhattan,Winter 2011-12,12/01/2011,11.32,
222639,386,Ozone (O3),Mean,ppb,UHF42,502,Stapleton - St. George,Summer 2013,06/01/2013,30.61,
334185,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,101,Financial District (CD1),Winter 2014-15,12/01/2014,10.98,
325380,644,Annual vehicle miles travelled (cars),million miles,per km2,CD,309,South Crown Heights and Lefferts Gardens (CD9),2016,01/01/2016,21.7,
550110,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Winter 2016-17,12/01/2016,25.7,
602702,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Annual Average 2018,01/01/2018,15.77,
177834,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306,Chelsea - Clinton,Summer 2010,06/01/2010,14.8,
518765,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,304,Upper West Side,2012-2014,01/02/2012,44.15,
174109,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101,Kingsbridge - Riverdale,Annual Average 2009,12/01/2008,11.03,
151719,645,Annual vehicle miles travelled (trucks),million miles,per km2,UHF42,101,Kingsbridge - Riverdale,2005,01/01/2005,1.9,
213989,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503,Tottenville and Great Kills (CD3),Summer 2014,06/01/2014,7.59,
212091,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,309310,Union Square-Lower Manhattan,Annual Average 2014,12/01/2013,10.79,
741194,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2021,06/01/2021,11.98,
336624,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2014-15,12/01/2014,23.33,
410741,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Winter 2015-16,12/01/2015,8.33,
212807,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207,East Flatbush - Flatbush,Summer 2014,06/01/2014,8.74,
650921,386,Ozone (O3),Mean,ppb,Borough,5,Staten Island,Summer 2019,06/01/2019,29.29,
643413,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Winter 2018-19,12/01/2018,18.18,
410765,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204,East New York,Winter 2015-16,12/01/2015,8.42,
605291,386,Ozone (O3),Mean,ppb,UHF34,401,Long Island City - Astoria,Summer 2018,06/01/2018,29.66,
325336,644,Annual vehicle miles travelled (cars),million miles,per km2,UHF42,404,Bayside - Little Neck,2016,01/01/2016,31.9,
325149,645,Annual vehicle miles travelled (trucks),million miles,per km2,CD,204,Highbridge and Concourse (CD4),2016,01/01/2016,4.6,
151570,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,1,Bronx,2009-2011,01/01/2009,37.8,
167700,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203,Morrisania and Crotona (CD3),Annual Average 2012,12/01/2011,23.02,
213442,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2014,06/01/2014,16.08,
222578,386,Ozone (O3),Mean,ppb,UHF42,402,West Queens,Summer 2012,06/01/2012,33.58,
412757,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2015-16,12/01/2015,23.15,
667664,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301,Greenpoint and Williamsburg (CD1),Winter 2019-20,12/01/2019,29.38,
334084,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,103,Fordham - Bronx Pk,Annual Average 2015,01/01/2015,9.14,
166746,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105,Midtown (CD5),Summer 2011,06/01/2011,41.53,
669739,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Annual Average 2020,01/01/2020,5.95,
213423,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2014,06/01/2014,14.83,
221808,386,Ozone (O3),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Summer 2010,06/01/2010,34.31,
172716,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Annual Average 2013,12/01/2012,18.37,
742235,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307,Gramercy Park - Murray Hill,Summer 2021,06/01/2021,10.07,
605972,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303,Bedford Stuyvesant (CD3),Annual Average 2018,01/01/2018,7.38,
412587,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,208,Canarsie - Flatlands,Summer 2016,06/01/2016,9.96,
412041,386,Ozone (O3),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Summer 2016,06/01/2016,31.98,
130737,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,µg/m3,UHF42,105,Crotona -Tremont,2005,01/01/2005,3.4,
213256,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2013-14,12/01/2013,27.2,
602890,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Winter 2017-18,12/01/2017,26.84,
221952,386,Ozone (O3),Mean,ppb,UHF34,305307,Upper East Side-Gramercy,Summer 2010,06/01/2010,26.19,
213451,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2014,06/01/2014,12.93,
742360,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408,Jamaica,Winter 2020-21,12/01/2020,6.69,
547638,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Summer 2017,06/01/2017,10.41,
336508,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107,Hunts Point - Mott Haven,Annual Average 2015,01/01/2015,20.91,
212070,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205,Sunset Park,Annual Average 2014,12/01/2013,9.63,
740966,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307,Gramercy Park - Murray Hill,Summer 2021,06/01/2021,20.19,
212079,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,303,East Harlem,Annual Average 2014,12/01/2013,9.84,
172143,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203,Bedford Stuyvesant - Crown Heights,Summer 2011,06/01/2011,20.67,
130472,641,Boiler Emissions- Total PM2.5 Emissions,Number per km2,number,UHF42,310,Lower Manhattan,2013,01/01/2013,1.7,
603083,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2018,01/01/2018,18.17,
603085,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Winter 2017-18,12/01/2017,25.27,
605328,386,Ozone (O3),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2018,06/01/2018,32.04,
628964,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",Borough,5,Staten Island,2015-2017,01/01/2015,11.2,
151550,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,306,Chelsea - Clinton,2009-2011,01/01/2009,14.1,
212304,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,208,Canarsie - Flatlands,Winter 2013-14,12/01/2013,25.35,
742350,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,402,West Queens,Annual Average 2021,01/01/2021,7.14,
410890,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Annual Average 2016,12/31/2015,7.45,
649935,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202,Hunts Point and Longwood (CD2),Winter 2018-19,12/01/2018,8.32,
547436,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305,Upper East Side,Winter 2016-17,12/01/2016,9.13,
742543,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409,Kew Gardens and Woodhaven (CD9),Winter 2020-21,12/01/2020,6.67,
177258,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408,Jamaica,Winter 2010-11,12/01/2010,11.87,
212951,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,404,Bayside - Little Neck,Annual Average 2014,12/01/2013,8.31,
173244,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,401,Long Island City - Astoria,Winter 2012-13,12/01/2012,11.41,
602695,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3,Manhattan,Winter 2017-18,12/01/2017,28.62,
334052,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Summer 2015,06/01/2015,9.07,
602868,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Summer 2018,06/01/2018,9.1,
169367,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2010,06/01/2010,12.72,
212949,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,402,West Queens,Annual Average 2014,12/01/2013,9.47,
167521,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Annual Average 2009,12/01/2008,28.07,
547692,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Summer 2017,06/01/2017,9.17,
412522,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404,Bayside - Little Neck,Annual Average 2016,12/31/2015,16.43,
213264,375,Nitrogen dioxide (NO2),Mean,ppb,CD,318,Flatlands and Canarsie (CD18),Winter 2013-14,12/01/2013,25.43,
212300,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204,East New York,Winter 2013-14,12/01/2013,27.88,
179428,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,1,Bronx,Annual Average 2011,12/01/2010,22.73,
154598,643,Annual vehicle miles traveled,million miles,per km2,CD,315,Sheepshead Bay (CD15),2005,01/01/2005,19.9,
167726,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317,East Flatbush (CD17),Annual Average 2012,12/01/2011,21.25,
